Id,MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
1082,50,SWISU,6,1925,1950,MetalSd,MetalSd,None,TA,PConc,TA,No,Rec,1181,Fa,1390,1694,TA,Gd,Detchd,1925.0,Unf,2,576,WD,Normal,136500
1083,20,NAmes,5,1965,1998,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,Mn,GLQ,864,Gd,1200,1200,Gd,NoFireplace,Detchd,1977.0,Unf,2,884,WD,Normal,146000
1084,20,NAmes,5,1956,2000,MetalSd,MetalSd,None,TA,CBlock,TA,No,BLQ,936,Ex,936,936,TA,NoFireplace,Attchd,1956.0,Fin,1,308,WD,Normal,129000
1085,20,CollgCr,6,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,1314,Gd,1314,1314,Gd,Gd,Attchd,2006.0,RFn,2,440,WD,Normal,176432
1086,70,IDOTRR,6,1914,2006,Wd Sdng,Wd Sdng,None,TA,PConc,TA,No,Unf,684,TA,773,1355,Gd,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,127000
1087,120,StoneBr,8,1986,1986,HdBoard,HdBoard,None,Gd,CBlock,Gd,No,Unf,1074,Ex,1088,1088,Gd,NoFireplace,Attchd,1987.0,RFn,2,461,WD,Normal,170000
1088,50,BrkSide,4,1936,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,No,BLQ,672,TA,757,1324,TA,NoFireplace,Detchd,1936.0,Unf,1,240,WD,Normal,128000
1089,20,NWAmes,7,1978,1978,Plywood,Plywood,BrkFace,TA,CBlock,Gd,No,ALQ,1271,TA,1601,1601,TA,TA,Attchd,1978.0,RFn,2,478,COD,Abnorml,157000
1090,30,SWISU,2,1920,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Rec,290,TA,438,438,Fa,NoFireplace,Detchd,1930.0,Unf,1,246,WD,Normal,60000
1091,20,NAmes,5,1971,1971,HdBoard,MetalSd,None,TA,CBlock,TA,No,BLQ,950,TA,950,950,TA,NoFireplace,Detchd,1981.0,Unf,1,280,WD,Normal,119500
1092,20,NAmes,5,1960,2002,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,No,Rec,1010,Ex,1134,1134,TA,NoFireplace,Attchd,1960.0,RFn,1,254,WD,Family,135000
1093,20,NAmes,6,1959,1959,BrkFace,BrkFace,None,TA,CBlock,TA,Mn,ALQ,655,Ex,1194,1194,TA,Fa,BuiltIn,1954.0,Fin,2,539,WD,Normal,159500
1094,160,BrDale,5,1970,1970,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Unf,630,TA,630,1302,TA,NoFireplace,Detchd,1970.0,Unf,2,440,WD,Normal,106000
1095,60,NoRidge,8,1994,1995,HdBoard,HdBoard,BrkFace,Gd,PConc,Ex,Av,GLQ,1463,Ex,1500,2622,Gd,TA,Attchd,1994.0,RFn,2,712,WD,Normal,325000
1096,20,SawyerW,7,1990,1991,HdBoard,HdBoard,None,Gd,PConc,Gd,Mn,GLQ,910,Gd,1442,1442,Gd,TA,Attchd,1990.0,Fin,2,719,WD,Normal,179900
1097,60,Gilbert,7,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Ex,No,Unf,868,Ex,887,2021,Gd,Gd,BuiltIn,2006.0,RFn,2,422,New,Partial,274725
1098,60,Gilbert,6,2000,2000,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,924,Ex,948,1690,TA,TA,Attchd,2000.0,RFn,2,463,WD,Abnorml,181000
1099,20,NridgHt,8,2004,2005,MetalSd,MetalSd,Stone,Gd,PConc,Ex,Mn,GLQ,1836,Ex,1836,1836,Gd,Gd,Attchd,2004.0,Fin,3,862,WD,Normal,280000
1100,60,Gilbert,6,1995,1996,HdBoard,HdBoard,None,TA,PConc,Gd,No,GLQ,773,Gd,773,1658,TA,TA,Attchd,1995.0,Fin,2,431,WD,Normal,188000
1101,60,NWAmes,7,1976,1976,Plywood,Plywood,BrkFace,TA,CBlock,TA,No,ALQ,803,TA,1098,1964,TA,Gd,Attchd,1976.0,RFn,2,483,WD,Normal,205000
1102,20,NAmes,5,1957,1957,WdShing,Wd Shng,None,TA,CBlock,TA,No,GLQ,816,TA,816,816,TA,NoFireplace,Detchd,1957.0,Unf,1,308,WD,Normal,129900
1103,20,NAmes,5,1953,2006,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,BLQ,1008,Gd,1008,1008,Gd,NoFireplace,Attchd,1953.0,Unf,1,240,WD,Normal,134500
1104,20,OldTown,5,1954,2000,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,833,Ex,833,833,Gd,NoFireplace,Detchd,1955.0,Unf,1,326,WD,Normal,117000
1105,20,NridgHt,8,2007,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,No,GLQ,1734,Ex,1734,1734,Ex,Gd,Attchd,2007.0,RFn,3,928,New,Partial,318000
1106,80,Gilbert,8,2002,2002,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,408,Ex,779,1419,Gd,TA,BuiltIn,2002.0,Fin,2,527,WD,Normal,184100
1107,20,Sawyer,5,1967,2003,VinylSd,VinylSd,None,TA,CBlock,TA,No,BLQ,894,Ex,894,894,Gd,NoFireplace,Attchd,1967.0,RFn,2,450,WD,Normal,130000
1108,80,Sawyer,5,1958,1987,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,533,TA,1021,1601,TA,NoFireplace,BuiltIn,1958.0,RFn,1,300,WD,Normal,140000
1109,20,NAmes,5,1959,1959,BrkFace,Wd Sdng,None,TA,CBlock,TA,No,LwQ,1040,TA,1040,1040,TA,NoFireplace,Attchd,1959.0,RFn,1,286,WD,Normal,133700
1110,30,IDOTRR,6,1920,1950,BrkFace,BrkFace,None,TA,BrkTil,TA,No,Unf,1012,TA,1012,1012,TA,Gd,Detchd,1920.0,Unf,1,308,WD,Normal,118400
1111,20,CollgCr,7,2005,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1552,Ex,1552,1552,Gd,NoFireplace,Attchd,2005.0,RFn,3,782,New,Partial,212900
1112,20,Edwards,4,1956,1956,AsbShng,AsbShng,None,TA,CBlock,TA,No,Unf,672,Ex,960,960,TA,NoFireplace,Basment,1956.0,Unf,1,288,COD,Abnorml,112000
1113,20,Edwards,5,1947,2008,VinylSd,VinylSd,None,TA,CBlock,TA,No,Unf,698,Ex,698,698,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,118000
1114,80,Gilbert,7,1992,1992,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,No,Unf,384,Gd,812,1482,Gd,TA,Attchd,1992.0,Fin,2,392,WD,Normal,163900
1115,20,NAmes,4,1955,1955,Plywood,Plywood,None,TA,CBlock,TA,No,Unf,1005,TA,1005,1005,Fa,TA,Detchd,1977.0,Unf,2,672,WD,Normal,115000
1116,120,Blmngtn,7,2007,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,1373,Ex,1555,1555,Gd,TA,Attchd,2007.0,Fin,3,660,WD,Normal,174000
1117,20,Gilbert,7,2004,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,GLQ,1530,Ex,1530,1530,Gd,Gd,Attchd,2004.0,Fin,3,630,WD,Family,259000
1118,60,Gilbert,7,2004,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,Unf,847,Ex,847,1959,Gd,Gd,BuiltIn,2004.0,Fin,2,434,WD,Normal,215000
1119,90,OldTown,5,1980,1980,MetalSd,MetalSd,BrkFace,TA,CBlock,Gd,Gd,GLQ,936,TA,936,936,TA,NoFireplace,Detchd,1980.0,Unf,2,672,WD,Normal,140000
1120,50,SWISU,4,1928,1950,WdShing,Plywood,None,TA,BrkTil,TA,No,BLQ,1122,TA,1328,1981,Gd,TA,Detchd,1981.0,Unf,2,576,WD,Normal,135000
1121,20,Mitchel,5,1991,1992,HdBoard,HdBoard,None,TA,PConc,Gd,Mn,BLQ,974,TA,974,974,TA,NoFireplace,NoGarage,,NoGarage,0,0,Oth,Abnorml,93500
1122,70,OldTown,6,1880,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,Mn,Unf,1008,TA,1178,2210,Fa,NoFireplace,Detchd,1930.0,Unf,1,205,WD,Normal,117500
1123,60,SawyerW,8,1995,1995,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,1128,Ex,1142,2020,Gd,TA,Attchd,1995.0,RFn,2,466,WD,Normal,239500
1124,60,Gilbert,6,1997,1997,VinylSd,VinylSd,None,TA,PConc,Gd,Av,Unf,916,Gd,916,1600,TA,TA,Attchd,1997.0,Fin,2,460,WD,Normal,169000
1125,30,BrkSide,6,1926,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,960,TA,986,986,TA,Gd,Detchd,1926.0,Unf,1,180,WD,Normal,102000
1126,50,NAmes,6,1950,1950,VinylSd,VinylSd,None,TA,CBlock,TA,No,BLQ,1032,TA,1032,1252,TA,NoFireplace,Attchd,1950.0,Unf,1,288,WD,Abnorml,119000
1127,50,Sawyer,5,1875,1996,VinylSd,VinylSd,None,TA,CBlock,TA,No,Unf,780,Gd,780,1020,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,94000
1128,20,Mitchel,6,1977,1977,Plywood,ImStucc,None,TA,PConc,TA,Gd,ALQ,1567,TA,1567,1567,Gd,TA,Attchd,1977.0,RFn,2,714,WD,Normal,196000
1129,30,BrkSide,5,1920,1950,Stucco,Stucco,None,TA,BrkTil,TA,No,BLQ,915,TA,1167,1167,TA,Gd,Detchd,1972.0,Unf,2,495,WD,Normal,144000
1130,20,NAmes,5,1951,1951,HdBoard,HdBoard,None,TA,CBlock,TA,Mn,ALQ,952,TA,952,952,TA,NoFireplace,Detchd,1988.0,Unf,2,840,COD,Abnorml,139000
1131,60,NWAmes,5,1976,1976,Plywood,Plywood,BrkFace,TA,CBlock,TA,No,ALQ,780,Ex,1088,1868,Gd,TA,Attchd,1976.0,Unf,2,484,WD,Normal,197500
1132,60,CollgCr,8,2006,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,Gd,GLQ,1466,Ex,1466,2828,Gd,TA,BuiltIn,2006.0,RFn,3,1052,New,Partial,424870
1133,20,Sawyer,5,1959,1959,Wd Sdng,Plywood,None,TA,CBlock,TA,No,GLQ,1006,TA,1006,1006,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,80000
1134,190,Edwards,4,1941,1950,MetalSd,MetalSd,None,TA,BrkTil,Gd,No,BLQ,672,Fa,672,924,Fa,NoFireplace,Detchd,1941.0,Unf,1,280,WD,Normal,80000
1135,50,BrkSide,5,1928,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,No,Unf,1042,Ex,1042,1576,TA,Gd,Detchd,1928.0,Unf,1,225,WD,Family,149000
1136,20,SawyerW,6,1985,1985,Wd Sdng,Wd Shng,BrkFace,Gd,CBlock,Gd,No,GLQ,1298,TA,1298,1298,Gd,TA,Attchd,1985.0,Unf,2,403,WD,Normal,180000
1137,70,Crawfor,7,1941,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,704,Ex,860,1564,Fa,Gd,Attchd,1941.0,Unf,1,234,WD,Normal,174500
1138,50,OldTown,7,1926,1950,Wd Sdng,Wd Sdng,None,TA,PConc,TA,No,Unf,572,TA,572,1111,TA,Gd,Detchd,1982.0,Unf,1,288,WD,Normal,116900
1139,70,OldTown,7,1920,1988,VinylSd,VinylSd,None,TA,PConc,TA,No,ALQ,650,Ex,832,1482,TA,NoFireplace,Detchd,1930.0,Unf,2,324,WD,Normal,143000
1140,20,NAmes,6,1950,1950,BrkFace,BrkFace,None,TA,CBlock,TA,No,Unf,932,Ex,932,932,Gd,Gd,Attchd,1950.0,Unf,1,306,WD,Normal,124000
1141,20,Edwards,5,1959,1959,HdBoard,Plywood,BrkFace,TA,CBlock,TA,No,BLQ,1466,TA,1466,1466,Fa,Gd,Attchd,1959.0,Fin,2,528,WD,Normal,149900
1142,20,Crawfor,6,1956,2004,Stone,Stone,None,TA,PConc,TA,No,ALQ,1073,Ex,1811,1811,Ex,Gd,Attchd,1956.0,Fin,2,470,WD,Abnorml,230000
1143,30,IDOTRR,6,1930,2007,Wd Sdng,Wd Sdng,None,Gd,BrkTil,TA,Av,ALQ,816,Ex,816,816,TA,NoFireplace,Detchd,2002.0,Unf,1,432,WD,Normal,120500
1144,60,NAmes,7,1965,1988,VinylSd,VinylSd,Stone,TA,CBlock,TA,Gd,ALQ,864,TA,902,1820,Gd,Gd,Attchd,1965.0,Unf,2,492,WD,Normal,201800
1145,20,Veenker,5,1976,2004,Plywood,Plywood,None,Gd,CBlock,Gd,Gd,ALQ,1437,TA,1437,1437,Gd,Fa,Attchd,1976.0,RFn,2,528,WD,Normal,218000
1146,80,NAmes,5,1965,1999,BrkFace,BrkFace,None,TA,PConc,TA,Gd,ALQ,1219,Gd,1265,1265,Gd,Gd,Attchd,1965.0,RFn,2,502,WD,Normal,179900
1147,120,NridgHt,7,2007,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,GLQ,1314,Ex,1314,1314,Gd,Gd,Attchd,2008.0,RFn,2,626,WD,Normal,230000
1148,20,Somerst,8,2007,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,1580,Ex,1580,1580,Gd,NoFireplace,Attchd,2008.0,RFn,3,830,ConLD,Partial,235128
1149,60,NWAmes,6,1974,1974,HdBoard,HdBoard,BrkFace,Gd,CBlock,TA,No,ALQ,901,TA,943,1876,Gd,TA,Attchd,1974.0,RFn,2,540,WD,Normal,185000
1150,160,NPkVill,6,1978,1978,Plywood,Brk Cmn,None,TA,CBlock,Gd,No,ALQ,855,Fa,855,1456,TA,TA,Attchd,1978.0,Unf,2,440,WD,Normal,146000
1151,20,Crawfor,6,1954,2006,HdBoard,HdBoard,BrkFace,Gd,CBlock,TA,No,BLQ,1296,Ex,1640,1640,Gd,Gd,Detchd,1993.0,Unf,2,924,WD,Normal,224000
1152,20,Sawyer,5,1968,1968,VinylSd,VinylSd,None,TA,CBlock,Gd,No,BLQ,894,Gd,894,894,TA,Po,Attchd,1968.0,Fin,2,450,WD,Normal,129000
1153,90,Sawyer,4,1969,1969,Plywood,Plywood,None,TA,CBlock,Gd,Av,GLQ,1198,TA,1258,1258,TA,NoFireplace,CarPort,1969.0,Unf,2,400,WD,Alloca,108959
1154,80,Veenker,5,1978,1978,Plywood,Plywood,None,TA,PConc,Gd,Gd,ALQ,1360,Ex,1432,1432,Gd,TA,Attchd,1978.0,Unf,2,588,WD,Normal,194000
1155,20,NridgHt,7,2009,2009,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,1502,Ex,1502,1502,Gd,NoFireplace,Attchd,2009.0,RFn,2,644,New,Partial,233170
1156,20,CollgCr,8,2008,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Av,Unf,1694,Ex,1694,1694,Gd,NoFireplace,Attchd,2008.0,RFn,3,776,WD,Normal,245350
1157,60,Gilbert,6,2000,2000,VinylSd,VinylSd,None,TA,PConc,Gd,No,GLQ,959,Ex,959,1671,TA,TA,Attchd,2000.0,Fin,2,472,WD,Normal,173000
1158,70,Edwards,6,1935,1986,Stucco,Stucco,None,TA,CBlock,TA,No,Rec,1127,Ex,1236,2108,Gd,TA,Basment,1935.0,Unf,2,540,WD,Normal,235000
1159,80,Mitchel,6,1977,1977,Plywood,Plywood,None,TA,CBlock,TA,Av,ALQ,1096,TA,1118,1118,TA,Po,Attchd,1977.0,Fin,1,358,WD,Normal,171000
1160,20,NAmes,6,1958,1958,MetalSd,MetalSd,None,TA,CBlock,TA,No,ALQ,1261,Ex,1261,1261,TA,TA,Attchd,1958.0,RFn,2,433,WD,Normal,163000
1161,160,Somerst,7,2006,2007,MetalSd,MetalSd,None,Gd,PConc,Gd,No,Unf,625,Ex,625,1250,Gd,NoFireplace,Detchd,2006.0,Fin,2,625,WD,Normal,171900
1162,50,ClearCr,5,1946,1994,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,1598,TA,1636,3086,Ex,Gd,NoGarage,,NoGarage,0,0,WD,Normal,200500
1163,70,Crawfor,6,1932,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,No,Rec,952,TA,1170,2345,TA,Gd,Detchd,1932.0,Unf,2,360,WD,Normal,239000
1164,50,NoRidge,8,1992,2000,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,No,GLQ,1683,Ex,2129,2872,Gd,TA,Attchd,1992.0,Fin,2,541,WD,Normal,285000
1165,20,Mitchel,5,1984,1985,HdBoard,Plywood,None,TA,CBlock,TA,No,ALQ,876,TA,923,923,TA,NoFireplace,Attchd,1984.0,Unf,1,264,WD,Normal,119500
1166,50,OldTown,6,1926,2004,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,818,TA,818,1224,TA,NoFireplace,Detchd,1926.0,Unf,1,210,WD,Normal,115000
1167,50,Crawfor,5,1921,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,731,Ex,820,1343,TA,Gd,Detchd,1921.0,Unf,1,186,WD,Normal,154900
1168,20,Edwards,5,1954,1954,Wd Sdng,Wd Sdng,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,Gd,1124,1124,TA,Gd,NoGarage,,NoGarage,0,0,WD,Normal,93000
1169,60,Timber,7,1990,1991,MetalSd,MetalSd,None,TA,Wood,Gd,No,LwQ,1216,Ex,1298,2514,TA,NoFireplace,Attchd,1990.0,Fin,2,693,WD,Normal,250000
1170,120,Crawfor,8,2008,2008,CemntBd,CmentBd,Stone,Ex,PConc,Ex,Gd,GLQ,1600,Ex,1652,1652,Gd,Gd,Attchd,2008.0,Fin,2,482,New,Partial,392500
1171,30,OldTown,5,1920,1950,Stucco,Stucco,None,TA,BrkTil,TA,No,Rec,1120,Ex,1130,1130,TA,Gd,Detchd,1970.0,Unf,2,720,WD,Normal,120000
1172,20,Timber,5,1963,1963,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,Gd,Rec,1572,Gd,1572,1572,TA,TA,2Types,1963.0,RFn,3,995,WD,Normal,186700
1173,50,Edwards,5,1924,1950,AsbShng,AsbShng,None,TA,BrkTil,TA,No,BLQ,784,Gd,949,1221,TA,NoFireplace,Attchd,1965.0,Unf,1,392,WD,Normal,104900
1174,190,OldTown,3,1900,1970,HdBoard,HdBoard,None,TA,CBlock,Fa,Mn,BLQ,978,TA,1014,1699,TA,NoFireplace,CarPort,1920.0,Unf,2,420,WD,Abnorml,95000
1175,20,NoRidge,8,1994,1995,ImStucc,ImStucc,None,Gd,PConc,Gd,No,GLQ,1624,Ex,1624,1624,Gd,Fa,Attchd,1994.0,RFn,3,757,WD,Normal,262000
1176,60,CollgCr,7,2002,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,831,Ex,831,1660,Gd,NoFireplace,Attchd,2002.0,RFn,2,493,WD,Normal,195000
1177,60,Gilbert,7,1999,1999,VinylSd,VinylSd,None,TA,PConc,TA,No,Unf,994,Gd,1028,1804,Gd,TA,Attchd,1999.0,Fin,2,442,WD,Normal,189000
1178,190,Mitchel,4,1961,1975,MetalSd,MetalSd,Stone,TA,CBlock,TA,Av,BLQ,1249,Ex,1622,1622,TA,TA,2Types,1975.0,Fin,4,1356,WD,Normal,168000
1179,160,Somerst,8,1999,2000,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,No,Unf,776,Ex,764,1441,Gd,NoFireplace,Detchd,1999.0,Unf,2,492,WD,Normal,174000
1180,50,OldTown,5,1925,1994,VinylSd,VinylSd,None,TA,PConc,TA,Mn,Unf,702,Gd,842,1472,Gd,NoFireplace,Detchd,1925.0,Unf,1,250,WD,Normal,125000
1181,120,Mitchel,6,1999,1999,VinylSd,VinylSd,BrkFace,TA,PConc,Ex,No,GLQ,1224,Ex,1224,1224,TA,NoFireplace,Attchd,1999.0,Fin,2,402,WD,Normal,165000
1182,60,Sawyer,6,1969,1969,HdBoard,HdBoard,Stone,TA,CBlock,TA,No,ALQ,663,TA,663,1352,TA,NoFireplace,Attchd,1969.0,Fin,1,299,WD,Normal,158000
1183,60,Gilbert,6,2005,2005,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,728,Ex,728,1456,Gd,NoFireplace,Attchd,2005.0,Fin,2,400,WD,Normal,176000
1184,60,Gilbert,7,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,Unf,879,Ex,879,1863,Gd,Gd,BuiltIn,2006.0,Fin,3,660,New,Partial,219210
1185,75,OldTown,7,1916,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,No,Unf,815,Ex,815,1690,TA,Gd,Detchd,1916.0,Unf,1,225,ConLw,Normal,144000
1186,20,CollgCr,7,2001,2001,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,1212,Ex,1212,1212,Gd,NoFireplace,Attchd,2001.0,RFn,2,573,WD,Normal,178000
1187,20,Sawyer,4,1963,1979,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Rec,1051,Gd,1382,1382,TA,Po,Attchd,1974.0,Unf,2,459,WD,Normal,148000
1188,20,NAmes,4,1970,1970,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,864,Gd,864,864,TA,NoFireplace,Attchd,1972.0,Unf,1,280,Oth,Abnorml,116050
1189,60,CollgCr,7,1998,1998,VinylSd,VinylSd,None,TA,PConc,Gd,Av,Unf,866,Ex,866,1779,Gd,NoFireplace,Attchd,1998.0,RFn,2,546,WD,Normal,197900
1190,50,BrkSide,5,1925,1997,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,884,Ex,884,1348,TA,Fa,Detchd,1960.0,Unf,1,216,WD,Normal,117000
1191,20,CollgCr,7,2000,2001,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,1630,Ex,1630,1630,Gd,TA,Attchd,2000.0,Unf,2,451,WD,Normal,213000
1192,20,NWAmes,5,1975,1975,HdBoard,HdBoard,None,TA,CBlock,Gd,No,ALQ,1056,Ex,1074,1074,TA,NoFireplace,Attchd,1975.0,RFn,2,495,WD,Normal,153500
1193,20,SawyerW,7,1990,1991,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,Mn,ALQ,2158,Gd,2196,2196,Gd,TA,Attchd,1990.0,RFn,3,701,WD,Normal,271900
1194,20,SawyerW,4,1966,1966,HdBoard,HdBoard,None,TA,CBlock,TA,No,Rec,1056,TA,1056,1056,TA,NoFireplace,Detchd,1966.0,Unf,1,384,WD,Normal,107000
1195,20,CollgCr,6,2003,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1682,Ex,1700,1700,Gd,NoFireplace,Attchd,2003.0,RFn,2,544,WD,Normal,200000
1196,20,NAmes,5,1962,1980,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,931,TA,1283,1283,TA,NoFireplace,Detchd,1980.0,Unf,2,506,WD,Normal,140000
1197,20,Somerst,8,2006,2006,VinylSd,VinylSd,Stone,Gd,PConc,Ex,Mn,GLQ,1660,Ex,1660,1660,Gd,Gd,Attchd,2006.0,RFn,2,500,New,Partial,290000
1198,60,SawyerW,6,1992,1992,Wd Sdng,Wd Sdng,None,Gd,PConc,Gd,No,Unf,1055,Ex,1055,1845,Gd,TA,Attchd,1992.0,RFn,2,462,WD,Normal,189000
1199,50,Gilbert,8,1988,2005,Wd Sdng,Wd Sdng,None,Gd,Wood,Gd,Av,GLQ,559,Gd,1080,1752,TA,NoFireplace,Basment,1988.0,RFn,2,492,WD,Normal,164000
1200,30,Edwards,4,1941,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,672,TA,672,672,TA,NoFireplace,Attchd,1941.0,Unf,1,234,WD,Normal,113000
1201,80,Sawyer,4,1965,2001,VinylSd,VinylSd,None,TA,CBlock,TA,Av,GLQ,648,Ex,960,960,TA,NoFireplace,Attchd,1965.0,Unf,1,364,WD,Normal,145000
1202,85,NAmes,5,1962,1962,MetalSd,MetalSd,None,TA,CBlock,TA,Av,BLQ,925,TA,999,999,TA,NoFireplace,Attchd,1962.0,Unf,1,300,WD,Normal,134500
1203,20,Sawyer,5,1966,1966,VinylSd,VinylSd,None,TA,CBlock,TA,No,Rec,894,TA,894,894,TA,NoFireplace,Detchd,1966.0,RFn,1,384,WD,Normal,125000
1204,90,Sawyer,6,1978,1978,VinylSd,VinylSd,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,TA,1318,1902,TA,NoFireplace,Attchd,1978.0,Unf,2,539,WD,Normal,112000
1205,20,Somerst,8,2009,2009,CemntBd,CmentBd,Stone,Gd,PConc,Gd,Mn,GLQ,1300,Ex,1314,1314,Gd,NoFireplace,Attchd,2009.0,RFn,2,552,New,Partial,229456
1206,50,BrkSide,4,1947,1950,AsbShng,AsbShng,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,Gd,672,912,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,80500
1207,160,BrDale,6,1971,1971,CemntBd,CmentBd,BrkFace,TA,CBlock,TA,No,Unf,672,TA,672,1218,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Abnorml,91500
1208,20,NAmes,5,1964,1964,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Rec,912,TA,912,912,TA,NoFireplace,Attchd,1964.0,Unf,1,288,WD,Abnorml,115000
1209,20,Sawyer,5,1968,1968,HdBoard,HdBoard,None,TA,CBlock,TA,No,BLQ,952,Ex,1211,1211,TA,TA,Attchd,1968.0,Unf,1,322,WD,Normal,134000
1210,50,NAmes,6,1949,1950,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,Mn,Rec,1040,Ex,1168,1846,TA,Gd,Attchd,1949.0,Unf,1,315,WD,Normal,143000
1211,20,NAmes,5,1951,1951,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,No,LwQ,2136,TA,2136,2136,TA,NoFireplace,Detchd,1951.0,Unf,2,528,WD,Normal,137900
1212,60,Gilbert,7,2004,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,GLQ,788,Ex,788,1490,Gd,Gd,Attchd,2004.0,Fin,2,388,WD,Normal,184000
1213,80,NAmes,6,1958,1958,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,Av,GLQ,588,Ex,1138,1138,TA,NoFireplace,Attchd,1958.0,RFn,1,264,WD,Normal,145000
1214,60,Somerst,6,2007,2007,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Mn,Unf,894,Ex,894,1933,Gd,Gd,BuiltIn,2007.0,Fin,3,668,WD,Normal,214000
1215,20,NAmes,5,1965,2008,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,No,ALQ,912,Ex,912,912,Gd,NoFireplace,Detchd,1992.0,Unf,2,576,WD,Normal,147000
1216,120,NridgHt,9,2008,2008,MetalSd,MetalSd,BrkFace,Ex,PConc,Ex,No,GLQ,1702,Ex,1702,1702,Ex,Gd,Attchd,2008.0,Fin,3,1052,New,Partial,367294
1217,80,NAmes,5,1960,1960,BrkFace,HdBoard,None,TA,CBlock,TA,No,ALQ,1075,Gd,1507,1507,TA,NoFireplace,Basment,1960.0,Unf,1,404,WD,Normal,127000
