MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice
20,RL,NoAlley,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Mn,ALQ,0,100,952,GasA,TA,Y,SBrkr,952,0,952,0,1,2,1,TA,4,Typ,NoFireplace,Detchd,Unf,2,840,TA,TA,Y,0,0,0,0,NoFence,0,COD,Abnorml,139000
60,RL,NoAlley,IR1,Lvl,CulDSac,NWAmes,PosN,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,0,399,780,GasA,Ex,Y,SBrkr,1088,0,1868,0,2,4,1,Gd,9,Typ,TA,Attchd,Unf,2,484,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,197500
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,0,316,1466,GasA,Ex,Y,SBrkr,1466,0,2828,0,3,4,1,Gd,11,Typ,TA,BuiltIn,RFn,3,1052,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,424870
20,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,0,718,1006,GasA,TA,Y,SBrkr,1006,0,1006,0,1,3,1,TA,5,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,NoFence,0,WD,Normal,80000
190,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Gd,TA,No,BLQ,0,324,672,Grav,Fa,N,FuseA,672,0,924,0,1,2,1,Fa,5,Typ,NoFireplace,Detchd,Unf,1,280,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,80000
50,RM,NoAlley,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0,1042,1042,GasA,Ex,Y,SBrkr,1042,0,1576,0,1,3,1,TA,8,Typ,Gd,Detchd,Unf,1,225,TA,TA,Y,0,0,0,0,NoFence,0,WD,Family,149000
20,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,0,40,1298,GasA,TA,Y,SBrkr,1298,0,1298,0,2,3,1,Gd,5,Typ,TA,Attchd,Unf,2,403,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,180000
70,RL,NoAlley,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,0,429,704,GasA,Ex,Y,SBrkr,860,0,1564,0,1,3,1,Fa,7,Typ,Gd,Attchd,Unf,1,234,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,174500
50,RM,NoAlley,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,0,572,572,GasA,TA,Y,SBrkr,572,0,1111,0,1,2,1,TA,5,Typ,Gd,Detchd,Unf,1,288,TA,TA,Y,176,0,0,0,NoFence,0,WD,Normal,116900
70,RM,NoAlley,Reg,Lvl,Inside,OldTown,Artery,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,0,26,650,GasA,Ex,Y,SBrkr,832,0,1482,1,1,3,1,TA,7,Typ,NoFireplace,Detchd,Unf,2,324,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,143000
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,0,932,932,GasA,Ex,Y,FuseA,932,0,932,0,1,2,1,Gd,4,Typ,Gd,Attchd,Unf,1,306,TA,TA,Y,214,0,0,0,GdPrv,0,WD,Normal,124000
20,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,0,1290,1466,GasA,TA,Y,SBrkr,1466,0,1466,0,1,3,1,Fa,6,Typ,Gd,Attchd,Fin,2,528,TA,TA,Y,0,0,100,0,NoFence,0,WD,Normal,149900
20,RL,NoAlley,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,TA,TA,PConc,TA,TA,No,ALQ,547,230,1073,GasA,Ex,Y,SBrkr,1811,0,1811,0,1,2,1,Ex,6,Typ,Gd,Attchd,Fin,2,470,TA,TA,Y,280,0,0,0,NoFence,0,WD,Abnorml,230000
30,RM,NoAlley,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Av,ALQ,0,278,816,GasA,Ex,Y,SBrkr,816,0,816,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,1,432,TA,TA,Y,96,0,0,0,NoFence,0,WD,Normal,120500
60,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,CBlock,TA,TA,Gd,ALQ,0,410,864,GasA,TA,Y,SBrkr,902,0,1820,0,1,4,1,Gd,8,Typ,Gd,Attchd,Unf,2,492,TA,TA,Y,0,0,273,0,GdPrv,0,WD,Normal,201800
20,RL,NoAlley,IR1,Lvl,Corner,Veenker,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,0,280,1437,GasA,TA,Y,SBrkr,1437,0,1437,0,2,3,1,Gd,6,Typ,Fa,Attchd,RFn,2,528,TA,TA,Y,0,0,180,0,NoFence,0,WD,Normal,218000
80,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,0,586,1219,GasA,Gd,Y,SBrkr,1265,0,1265,1,2,3,1,Gd,6,Typ,Gd,Attchd,RFn,2,502,TA,TA,Y,0,96,0,0,MnPrv,0,WD,Normal,179900
120,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,1314,0,2,2,1,Gd,6,Typ,Gd,Attchd,RFn,2,626,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,230000
20,RL,NoAlley,Reg,Lvl,FR2,Somerst,Feedr,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,1580,0,1580,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,3,830,TA,TA,Y,0,0,0,0,NoFence,0,ConLD,Partial,235128
60,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,0,459,901,GasA,TA,Y,SBrkr,943,0,1876,0,2,4,1,Gd,8,Typ,TA,Attchd,RFn,2,540,Gd,TA,Y,0,0,0,0,NoFence,0,WD,Normal,185000
160,RL,NoAlley,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,0,544,855,GasA,Fa,Y,SBrkr,855,0,1456,0,2,3,1,TA,7,Typ,TA,Attchd,Unf,2,440,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,146000
20,RL,NoAlley,IR1,Low,CulDSac,Crawfor,PosN,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,0,568,1296,GasA,Ex,Y,SBrkr,1640,0,1640,0,1,3,1,Gd,7,Typ,Gd,Detchd,Unf,2,924,TA,TA,Y,0,216,0,0,NoFence,0,WD,Normal,224000
20,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,0,402,894,GasA,Gd,Y,SBrkr,894,0,894,0,1,3,1,TA,5,Typ,Po,Attchd,Fin,2,450,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,129000
90,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,0,0,1198,GasA,TA,Y,SBrkr,1258,0,1258,0,0,0,2,TA,6,Typ,NoFireplace,CarPort,Unf,2,400,Fa,TA,Y,0,0,0,0,NoFence,0,WD,Alloca,108959
80,RL,NoAlley,IR1,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,391,289,1360,GasA,Ex,Y,SBrkr,1432,0,1432,0,1,2,1,Gd,5,Typ,TA,Attchd,Unf,2,588,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,194000
20,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,1502,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,2,644,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,233170
20,RL,NoAlley,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,1694,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,3,776,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,245350
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,0,173,959,GasA,Ex,Y,SBrkr,959,0,1671,0,2,3,1,TA,7,Typ,TA,Attchd,Fin,2,472,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,173000
70,RL,NoAlley,Reg,Lvl,Corner,Edwards,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,0,501,1127,GasA,Ex,Y,SBrkr,1236,0,2108,0,2,4,1,Gd,7,Typ,TA,Basment,Unf,2,540,TA,TA,Y,0,0,90,0,NoFence,0,WD,Normal,235000
80,RL,NoAlley,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,0,574,1096,GasA,TA,Y,SBrkr,1118,0,1118,0,1,3,1,TA,6,Typ,Po,Attchd,Fin,1,358,TA,TA,Y,0,0,0,576,GdPrv,0,WD,Normal,171000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,0,599,1261,GasA,Ex,Y,SBrkr,1261,0,1261,0,1,3,1,TA,6,Typ,TA,Attchd,RFn,2,433,TA,TA,Y,0,0,288,0,NoFence,1400,WD,Normal,163000
160,FV,Pave,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,625,625,GasA,Ex,Y,SBrkr,625,0,1250,0,2,2,1,Gd,5,Typ,NoFireplace,Detchd,Fin,2,625,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,171900
50,RL,NoAlley,IR1,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,469,977,1598,GasA,TA,Y,SBrkr,1636,479,3086,0,3,3,1,Ex,12,Maj1,Gd,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,MnPrv,0,WD,Normal,200500
70,RL,NoAlley,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,Rec,0,449,952,GasA,TA,Y,SBrkr,1170,0,2345,0,2,4,1,TA,9,Typ,Gd,Detchd,Unf,2,360,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,239000
50,RL,NoAlley,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,0,983,1683,GasA,Ex,Y,SBrkr,2129,0,2872,0,2,4,1,Gd,9,Typ,TA,Attchd,Fin,2,541,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,285000
20,RL,NoAlley,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,0,218,876,GasA,TA,Y,SBrkr,923,0,923,0,1,3,1,TA,5,Typ,NoFireplace,Attchd,Unf,1,264,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,119500
50,RM,Grvl,Reg,Bnk,Inside,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,0,350,818,GasA,TA,Y,SBrkr,818,0,1224,0,1,3,1,TA,5,Typ,NoFireplace,Detchd,Unf,1,210,TA,TA,N,116,0,0,0,NoFence,0,WD,Normal,115000
50,RL,NoAlley,IR1,Lvl,FR2,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0,731,731,GasA,Ex,Y,SBrkr,820,0,1343,0,1,3,1,TA,7,Typ,Gd,Detchd,Unf,1,186,Fa,TA,Y,102,0,0,0,NoFence,0,WD,Normal,154900
20,RL,NoAlley,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,0,0,GasA,Gd,Y,SBrkr,1124,0,1124,0,1,3,1,TA,5,Min2,Gd,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,190,0,0,0,NoFence,0,WD,Normal,93000
60,RL,NoAlley,IR2,Lvl,Corner,Timber,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Wood,Gd,TA,No,LwQ,0,0,1216,GasA,Ex,Y,SBrkr,1298,0,2514,0,2,4,1,TA,8,Typ,NoFireplace,Attchd,Fin,2,693,TA,TA,Y,0,0,0,0,GdPrv,0,WD,Normal,250000
120,RM,NoAlley,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,0,120,1600,GasA,Ex,Y,SBrkr,1652,0,1652,1,2,2,1,Gd,5,Typ,Gd,Attchd,Fin,2,482,TA,TA,Y,0,153,0,0,NoFence,0,New,Partial,392500
30,RL,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,0,299,1120,GasA,Ex,Y,SBrkr,1130,0,1130,0,1,2,1,TA,5,Typ,Gd,Detchd,Unf,2,720,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,120000
20,RL,NoAlley,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,0,413,1572,GasA,Gd,Y,SBrkr,1572,0,1572,0,1,3,1,TA,5,Typ,TA,2Types,RFn,3,995,TA,TA,Y,0,0,263,0,NoFence,0,WD,Normal,186700
50,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,0,392,784,GasA,Gd,Y,SBrkr,949,0,1221,0,1,4,1,TA,7,Typ,NoFireplace,Attchd,Unf,1,392,TA,TA,Y,236,0,0,0,NoFence,0,WD,Normal,104900
190,RL,NoAlley,IR1,Bnk,Corner,OldTown,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,0,538,978,GasA,TA,Y,SBrkr,1014,0,1699,0,2,3,2,TA,7,Typ,NoFireplace,CarPort,Unf,2,420,Fa,Fa,Y,0,0,0,0,NoFence,0,WD,Abnorml,95000
20,RL,NoAlley,Reg,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,0,168,1624,GasA,Ex,Y,SBrkr,1624,0,1624,0,2,2,1,Gd,5,Typ,Fa,Attchd,RFn,3,757,TA,TA,Y,192,0,0,0,GdPrv,0,WD,Normal,262000
60,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0,831,831,GasA,Ex,Y,SBrkr,831,0,1660,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,2,493,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,195000
60,RL,NoAlley,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Unf,0,994,994,GasA,Gd,Y,SBrkr,1028,0,1804,0,2,3,1,Gd,7,Typ,TA,Attchd,Fin,2,442,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,189000
190,RL,NoAlley,Reg,Low,Inside,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,0,90,1249,GasA,Ex,Y,SBrkr,1622,0,1622,0,1,3,1,TA,7,Typ,TA,2Types,Fin,4,1356,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,168000
160,FV,Pave,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0,776,776,GasA,Ex,Y,SBrkr,764,0,1441,0,2,2,1,Gd,5,Typ,NoFireplace,Detchd,Unf,2,492,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,174000
50,RM,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,Unf,0,702,702,GasA,Gd,Y,SBrkr,842,0,1472,0,1,3,1,Gd,6,Typ,NoFireplace,Detchd,Unf,1,250,TA,Fa,P,84,0,0,0,GdWo,0,WD,Normal,125000
120,RM,NoAlley,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,0,341,1224,GasA,Ex,Y,SBrkr,1224,0,1224,0,2,2,1,TA,5,Typ,NoFireplace,Attchd,Fin,2,402,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,165000
60,RL,NoAlley,Reg,Lvl,Corner,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,0,292,663,GasA,TA,Y,SBrkr,663,0,1352,0,1,4,1,TA,7,Typ,NoFireplace,Attchd,Fin,1,299,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,158000
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,0,1456,0,2,3,1,Gd,8,Typ,NoFireplace,Attchd,Fin,2,400,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,176000
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0,879,879,GasA,Ex,Y,SBrkr,879,0,1863,0,2,4,1,Gd,9,Typ,Gd,BuiltIn,Fin,3,660,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,219210
75,RM,NoAlley,IR1,Bnk,Corner,OldTown,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0,815,815,GasA,Ex,Y,SBrkr,815,0,1690,0,1,3,1,TA,7,Typ,Gd,Detchd,Unf,1,225,TA,TA,Y,330,0,0,0,NoFence,0,ConLw,Normal,144000
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,1212,1212,GasA,Ex,Y,SBrkr,1212,0,1212,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,573,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,178000
20,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,0,504,1051,GasA,Gd,Y,SBrkr,1382,0,1382,0,1,3,1,TA,6,Typ,Po,Attchd,Unf,2,459,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,148000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,0,864,864,GasA,Gd,Y,SBrkr,864,0,864,0,1,3,1,TA,5,Typ,NoFireplace,Attchd,Unf,1,280,TA,TA,Y,0,0,0,0,NoFence,0,Oth,Abnorml,116050
60,RL,NoAlley,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,0,866,866,GasA,Ex,Y,SBrkr,866,0,1779,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,546,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,197900
50,RM,NoAlley,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,0,1348,0,1,3,1,TA,5,Typ,Fa,Detchd,Unf,1,216,TA,TA,N,208,0,0,0,NoFence,0,WD,Normal,117000
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0,1630,1630,GasA,Ex,Y,SBrkr,1630,0,1630,0,2,3,1,Gd,6,Typ,TA,Attchd,Unf,2,451,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,213000
20,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,ALQ,0,268,1056,GasA,Ex,Y,SBrkr,1074,0,1074,0,1,3,1,TA,6,Typ,NoFireplace,Attchd,RFn,2,495,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,153500
20,RL,NoAlley,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,177,1496,2158,GasA,Gd,Y,SBrkr,2196,0,2196,0,2,3,1,Gd,7,Typ,TA,Attchd,RFn,3,701,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,271900
20,RH,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,0,0,1056,GasA,TA,Y,SBrkr,1056,0,1056,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,1,384,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,107000
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,0,1342,1682,GasA,Ex,Y,SBrkr,1700,0,1700,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,2,544,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,200000
